Item,Covariate,Model,Z_Score,SE,Est
Q2_Salivation,BMI_Base,1. Naive LMM,-0.7692743299277864,0.00012537717163371319,-9.644943969676578e-05
Q2_Salivation,Sex_Female,2. Ordinal / IRT,-0.41530530514416764,0.07266684096662515,-0.030178924561506962
Q2_Salivation,Treatment_Active,2. Ordinal / IRT,2.836602530749323,0.07596786155965601,0.21549062835573446
Q2_Salivation,Age_Base,2. Ordinal / IRT,-2.427573084787372,0.034380545102327624,-0.08346128593072885
Q2_Salivation,Bulbar_Onset,2. Ordinal / IRT,-20.38016909745233,0.0005274736746893419,-0.010750002684623351
Q2_Salivation,FVC_Base,2. Ordinal / IRT,6.652065581163595,0.00021878595082491843,0.0014553784931245907
Q2_Salivation,BMI_Base,2. Ordinal / IRT,-1.4193708337132551,0.0003014733481172009,-0.0004279024774594378
Q2_Salivation,Sex_Female,3. Discrete AR(1),-1.1239972848032924,0.020514688693121823,-0.023058454389653732
Q2_Salivation,Treatment_Active,3. Discrete AR(1),1.4365170857541902,0.02160950276997367,0.03104241994371968
Q2_Salivation,Age_Base,3. Discrete AR(1),-1.471697939338802,0.0096713619762265,-0.014233323491012185
Q2_Salivation,Bulbar_Onset,3. Discrete AR(1),-40.11245280985182,0.00016059146035137827,-0.00644171737500985
Q2_Salivation,FVC_Base,3. Discrete AR(1),2.4772617013620155,0.00022382631831593673,0.0005544763661209335
Q2_Salivation,BMI_Base,3. Discrete AR(1),-0.24183053134217433,0.0003657064776385144,-8.843899180259693e-05
Q2_Salivation,Sex_Female,5. LPMM Approximation,0.24342330282759597,0.0726664340642513,0.01768870338462378
Q2_Salivation,Treatment_Active,5. LPMM Approximation,4.018126701978722,0.0741534097770119,0.29795779586778154
Q2_Salivation,Age_Base,5. LPMM Approximation,-5.185473264016346,0.03451807758946214,-0.1789925684653977
Q2_Salivation,Bulbar_Onset,5. LPMM Approximation,-4.011339997304761,0.00018222237736932565,-0.0007309559107455379
Q2_Salivation,FVC_Base,5. LPMM Approximation,10.266159181034483,7.412734134232993e-05,0.0007610030858872374
Q2_Salivation,BMI_Base,5. LPMM Approximation,-1.9062732718651383,9.431457420798157e-05,-0.0001797893519600164
Q3_Swallowing,Sex_Female,1. Naive LMM,-2.3791857706181174,0.06062568685562651,-0.14423977150085643
Q3_Swallowing,Treatment_Active,1. Naive LMM,0.5471581790623847,0.06265865281161948,0.034284194374907886
Q3_Swallowing,Age_Base,1. Naive LMM,-2.7633286389094303,0.028933894696767434,-0.07995385985076714
Q3_Swallowing,Bulbar_Onset,1. Naive LMM,-12.585070141547206,0.00023852459234736,-0.0030018487251754792
Q3_Swallowing,FVC_Base,1. Naive LMM,6.372095237959308,9.552672134819707e-05,0.0006087053662007123
Q3_Swallowing,BMI_Base,1. Naive LMM,-2.1824924071966056,0.00011873685062690547,-0.00025914227494765874
Q3_Swallowing,Sex_Female,2. Ordinal / IRT,-3.464305235423487,0.07313198181859117,-0.25335150749104063
Q3_Swallowing,Treatment_Active,2. Ordinal / IRT,0.9807609813740226,0.07758346405575799,0.0760908343457214
Q3_Swallowing,Age_Base,2. Ordinal / IRT,-2.572718415147086,0.034909709146908684,-0.08981285158968065
Q3_Swallowing,Bulbar_Onset,2. Ordinal / IRT,-19.816635038729924,0.0005310489473065111,-0.01052360317647485
Q3_Swallowing,FVC_Base,2. Ordinal / IRT,9.81986947599473,0.00022752740092187645,0.0022342893792651496
Q3_Swallowing,BMI_Base,2. Ordinal / IRT,-2.6422474781655425,0.00029579444584188386,-0.0007815621285810917
Q3_Swallowing,Sex_Female,3. Discrete AR(1),-0.7824412629153044,0.01664390517973203,-0.013022878188672104
Q3_Swallowing,Treatment_Active,3. Discrete AR(1),-0.2795303850815051,0.01844925329717216,-0.005157126878624761
Q3_Swallowing,Age_Base,3. Discrete AR(1),-2.9878239972681517,0.007961483047355982,-0.023787510102733778
Q3_Swallowing,Bulbar_Onset,3. Discrete AR(1),0.0,0.0,-0.005186019706246937
Q3_Swallowing,FVC_Base,3. Discrete AR(1),10.26087501253959,8.722833001512055e-05,0.0008950389918377075
Q3_Swallowing,BMI_Base,3. Discrete AR(1),-0.7911576099980805,0.0003129385131995896,-0.0002475836861793401
Q3_Swallowing,Sex_Female,5. LPMM Approximation,-1.6581289326289925,0.07495471689484211,-0.12428458472035285
Q3_Swallowing,Treatment_Active,5. LPMM Approximation,1.393883223880537,0.07799395844709461,0.10871447024344089
